mat_number;item_description_1;item_description_2;mat017_group
MAT01731328;Schlauchleitung;301SN-6x20542mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT01731329;Schlauchleitung;301SN-6x12261mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0173133;CFIni-P4-M12-BG-7;M12,4pol.,Bu,gerade, einseitig, 7m;RC-L2
MAT01731330;Schlauchleitung;301SN-6x12716mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT01731331;Stecker;M12 4 pol Stift A-Codiert 4-6mm V1S-G-BK;RC-K2
MAT01731332;Schlauchleitung;"20020mm, ND 313, DN 13 , 1/2"", 28 bar -4";RC-S1
MAT01731333;Schlauchleitung;"20020mm, ND 316, DN 16 , 5/8"", 28 bar -4";RC-S1
MAT01731334;Schlauchleitung;"20020mm, ND 310, DN 10, 3/8"", 28 bar -40";RC-S1
MAT01731335;Schlauchleitung;"20020mm, ND 316, DN 16 , 5/8"", 28 bar -4";RC-S1
MAT01731336;Schlauchleitung;"20020mm, ND 325, DN 25 , 1"", 28 bar -40°";RC-S1
MAT01731337;Schlauchleitung;"20020mm, ND 325, DN 25 , 1"", 28 bar -40°";RC-S1
MAT01731338;Schlauchleitung;20020mm, 1ST-DN12 PN160 Hansaflex KP113;RC-S1
MAT01731339;Schlauchleitung;20020mm, 1ST-DN12 PN160 Hansaflex KP113;RC-S1
MAT0173134;CFIni-P4-M12-BW-10;M12,4pol.,Bu,gewinkelt, beids, 10m;RC-L2
MAT01731340;Schlauchleitung;20020mm, 1ST-DN20 PN160 Hansaflex KP120;RC-S1
MAT01731341;Schlauchleitung;20020mm, 1ST-DN20 PN160 Hansaflex KP120;RC-S1
MAT01731342;Blindstopfen;M32x1,5 Metall;RC-K7
MAT01731343;Kennzeichenträger;KM 4/31 ohne Kabelbinder;RC-K8
MAT01731344;Kennzeichenschild;KS 4/30;RC-A2
MAT01731345;Schlauchleitung;Parker 471TC-5 - bds. DKOL - 13730mm;RC-S2
MAT01731346;Schlauchleitung;Parker 471TC-8 DN12 - bds. DKOL 14730mm;RC-S2
MAT01731347;Stecker;KUNDENBEISTELLUNG;RC-K3
MAT01731348;Litze;LIVY 0,25 Weiß;RC-L3
MAT01731349;Litze;LIVY 0,25 Grau;RC-L3
MAT0173135;CFIni-P4-M12-BW-3;M12,4pol.,Bu,gewinkelt, einseitig, 3m;RC-L2
MAT01731350;Steckersatz;Sub-D 15pol. RGS0001/K01;RC-K2
MAT01731351;Schlauch Hydraulik;Hydraulikschlauch DN25 2TE EN 854, Rolle;RC-S2
MAT01731352;Schlauch Hydraulik;Hydraulikschlauch DN12 2TE EN 854, Rolle;RC-S2
MAT01731353;Schlauch Hydraulik;Hydraulikschlauch DN10 2TE EN 854, Rolle;RC-S2
MAT01731354;Stecker;Schnellverschluss IP54 SCHUKO;RC-K2
MAT01731355;Kupplung;Schnellverschluss IP54 SCHUKO;RC-K2
MAT01731357;Kantenschutz;Kantenschutz für Bleche 1 -4 mm, schwarz;RC-A5
MAT01731358;Haltewinkel;A.1346.7391 / AD.0148.0383 / RAL7035;RC-B2
MAT01731359;Haltewinkel;A.1346.7389 / AD.0148.0401 / RAL7035;RC-B2
MAT0173136;CFIni-P4-M12-BW-5;M12,4pol.,Bu,gewinkelt, einseitig, 5m;RC-L2
MAT01731360;Haltewinkel;A.1346.7390 / AD.0148.0452 / RAL7035;RC-B2
MAT01731361;e-kettenhalter;A.1346.7966 / AD.0148.0679 / RAL7035;RC-B2
MAT01731362;übergeordneter Halter;A.1346.7707 / AD.0147.6839 / RAL7035;RC-B2
MAT01731363;Gestell;A.1346.7965 / AD.0148.4977 / RAL7035;RC-B2
MAT01731364;e-kettenhalter;A.1346.7363 / AD.0148.4211 / RAL9005;RC-B2
MAT01731365;e-kettenhalter;A.1346.7964 / AD.0148.4224 / RAL9005;RC-B2
MAT01731366;Kabelschuh, Ring, blank;M12, 35qmm, 90° gewinkelt;RC-K1
MAT01731367;Gehäuse, Einbaudose;SpringTec Serie 915 ohne P-Teil gerade;RC-K3
MAT01731368;Verbindungsleitung;M12/M12, 5pol. Ger. Stift / Buchse;RC-L1
MAT01731369;Leitung;SAC-8P-M12FS SH/20,0/PUR;RC-L1
MAT0173137;CFIni-P4-M12-BW-7;M12,4pol.,Bu,gewinkelt, einseitig, 7m;RC-L2
MAT01731370;Stecker, Muster;Serie 615/915, HMI News 2015. Kupplung+S;RC-K7
MAT01731371;Phoenix Leitung;SACCBP-M12MS-6CON-M16/2,0-970;RC-L1
MAT01731372;Schlauchleitung;"19020mm, ND 313, DN 13 , 1/2"", 28 bar -4";RC-S1
MAT01731373;Schlauchleitung;"19020mm, ND 316, DN 16 , 5/8"", 28 bar -4";RC-S1
MAT01731374;Schlauchleitung;"19020mm, ND 310, DN 10, 3/8"", 28 bar -40";RC-S1
MAT01731375;Schlauchleitung;"19020mm, ND 316, DN 16 , 5/8"", 28 bar -4";RC-S1
MAT01731376;Schlauchleitung;"19020mm, ND 325, DN 25 , 1"", 28 bar -40°";RC-S1
MAT01731377;Schlauchleitung;"19020mm, ND 325, DN 25 , 1"", 28 bar -40°";RC-S1
MAT01731378;Schlauchleitung;19020mm, 1ST-DN12 PN160 Hansaflex KP113;RC-S1
MAT01731379;Schlauchleitung;19020mm, 1ST-DN12 PN160 Hansaflex KP113;RC-S1
MAT0173138;CFIni-P4-M12-BWL3-10;M12,4pol.,Bu,gewinkelt, beidseitig,3LED,;RC-L2
MAT01731380;Schlauchleitung;19020mm, 1ST-DN20 PN160 Hansaflex KP120;RC-S1
MAT01731381;Schlauchleitung;19020mm, 1ST-DN20 PN160 Hansaflex KP120;RC-S1
MAT01731382;Initiatorleitung;M12 STI /M12 BU 1,0m, UL;RC-L1
MAT01731383;Muster;readycable Karte EN incl. Taschenlampe;RC-D3
MAT01731384;Positioniereinsatz;M22520/2-02;RC-D1
MAT01731385;Zugentlastungsblock;DMG 3067883;RC-A1
MAT01731386;Schlauchleitung;837BM-6-BLK-RL-17780mm;RC-S1
MAT01731387;Schlauchleitung;301SN-5x17,33m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731388;Schlauchleitung;837BM-6-BLK-RL-8270mm;RC-S1
MAT01731389;Schlauchleitung;301SN-5x7,82m1CA48-10-5/1CA48-10-5;RC-S1
MAT0173139;CFIni-P4-M12-BWL3-3;M12,4pol.,Bu,gewinkelt, einseitig,3LED,;RC-L2
MAT01731390;Schlauchleitung;837BM-6-BLK-RL-9470mm;RC-S1
MAT01731391;Schlauchleitung;301SN-5x9,02m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731392;Schlauchleitung;837BM-6-BLK-RL-6930mm;RC-S1
MAT01731393;Schlauchleitung;301SN-5x6,48m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731394;Schlauchleitung;837BM-6-BLK-RL-3740mm;RC-S1
MAT01731395;Schlauchleitung;301SN-5x3,29m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731396;Schlauchleitung;837BM-6-BLK-RL-12150mm;RC-S1
MAT01731397;Schlauchleitung;301SN-5x11,7m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731398;Schlauchleitung;837BM-6-BLK-RL-6120mm;RC-S1
MAT01731399;Schlauchleitung;301SN-5x5,67m1CA48-10-5/1CA48-10-5;RC-S1
MAT0173140;CFIni-P4-M12-BWL3-5;M12,4pol.,Bu,gewinkelt, einseitig,3LED,;RC-L2
MAT01731400;Schlauchleitung;837BM-6-BLK-RL-8940mm;RC-S1
MAT01731401;Schlauchleitung;301SN-5x8,49m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731402;Schlauchleitung;837BM-6-BLK-RL-10540mm;RC-S1
MAT01731403;Schlauchleitung;301SN-5x10,09m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731404;Schlauchleitung;837BM-6-BLK-RL-13360mm;RC-S1
MAT01731405;Schlauchleitung;301SN-5x12,91m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731406;Schlauchleitung;Hansaflex PKP206Sx4100  AOL;RC-S1
MAT01731407;Leitung umspritzt;CFBUS.045-8P-M12-BG / M12-SG-60;RC-L2
MAT01731408;Schlauchleitung;Hydraulikschlauch 441-4;RC-S1
MAT01731409;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT0173141;CFIni-P4-M12-BWL3-7;M12,4pol.,Bu,gewinkelt, einseitig,3LED,;RC-L2
MAT01731410;Leitung umspritzt;CFBUS.001, einseitig M12 BW 5pol. B-cod.;RC-L2
MAT01731411;Leitung umspritzt;CFBUS.PUR.001, einseitig M12 BW 5pol. B-;RC-L2
MAT01731412;Leitung umspritzt;CFBUS.001, einseitig M12 BW 5pol. B-cod.;RC-L2
MAT01731413;Leitung umspritzt;CFBUS.PUR.001, einseitig M12 BW 5pol. B-;RC-L2
MAT01731414;Stecker;2pol. Stift, gerade, Lötkontakte;RC-K2
MAT01731415;Schlauchleitung;Hansaflex PKP208Sx4000AOL;RC-S1
MAT01731416;Schlauchleitung;Hansaflex PKP206Sx4000AOL;RC-S1
MAT01731417;Schlauch Pneumatik;PA-Rohr Legris 4/2,7 weiß;RC-S3
MAT01731418;Schlauchleitung;301SN-5x6,15m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731419;Blech;FP-Y-Achse;RC-A1
MAT0173142;Stecker;Stecker Mil Souriau;RC-K2
MAT01731420;Stecker;Souriau,19Pol, Buchse, Gehäusegröße 14;RC-K3
MAT01731421;Schraube, Zylinder-;DIN4762 blank M8x100;RC-A5
MAT01731422;Schraube, Zylinder-;DIN4762 blank M5x130;RC-A5
MAT01731423;Schraube, Zylinder-;DIN4762 blank M5x75;RC-A5
MAT01731424;Wellschlauch;NW29, schwarz, 50m, Schlemmer;RC-S6
MAT01731425;Schlauchleitung;Hansaflex PKP210Sx6000AOL;RC-S1
MAT01731426;Schlauchleitung;Hansaflex PKP216Sx6000AOL;RC-S1
MAT01731427;Schlauchleitung;beids. m. DN4RS6 ,eine Seite Verschlussn;RC-S1
MAT01731428;Schlauchleitung;Hansaflex PKP206Sx5000AOL;RC-S1
MAT01731429;Schlauchleitung;Hansaflex PKP210Sx7000AOL;RC-S1
MAT0173143;Kupplung;Kupplung Mil Souriau;RC-K4
MAT01731430;Schlauchleitung;Hansaflex PKP216Sx7000AOL;RC-S1
MAT01731431;Schlauchleitung;Hansaflex PKP216Sx5000AOL;RC-S1
MAT01731432;Schlauchleitung;Hansaflex PKP210Sx5000AOL;RC-S1
MAT01731433;Stecker;FGG.2B.316.CLAD72ZN;RC-K3
MAT01731434;Stecker;Stiftleiste mit Befestigungsflanschen 2-;RC-K2
MAT01731435;Leitung, Leistung;6FX 8002-5DN05 L= 5,0m;RC-L1
MAT01731436;Leitung, Geber;6FX 8002-2DC20 L= 5,0m;RC-L1
MAT01731437;Gummipuffer;NLM 26106-02001555;RC-A2
MAT01731438;Stecker;Amphenol 22-14P;RC-K3
MAT01731439;Schlauchleitung;"24020mm, ND 313, DN 13 , 1/2"", 28 bar -4";RC-S1
MAT0173144;Stecker;Stecker Mil Souriau;RC-K2
MAT01731440;Schlauchleitung;"24020mm, ND 316, DN 16 , 5/8"", 28 bar -4";RC-S1
MAT01731441;Schlauchleitung;"24020mm, ND 310, DN 10, 3/8"", 28 bar -40";RC-S1
MAT01731442;Schlauchleitung;"24020mm, ND 316, DN 16 , 5/8"", 28 bar -4";RC-S1
MAT01731443;Schlauchleitung;"24020mm, ND 325, DN 25 , 1"", 28 bar -40°";RC-S1
MAT01731444;Schlauchleitung;"24020mm, ND 325, DN 25 , 1"", 28 bar -40°";RC-S1
MAT01731445;Schlauchleitung;24020mm, 1ST-DN12 PN160 Hansaflex KP113;RC-S1
MAT01731446;Schlauchleitung;24020mm, 1ST-DN12 PN160 Hansaflex KP113;RC-S1
MAT01731447;Schlauchleitung;24020mm, 1ST-DN20 PN160 Hansaflex KP120;RC-S1
MAT01731448;Schlauchleitung;24020mm, 1ST-DN20 PN160 Hansaflex KP120;RC-S1
MAT01731449;Schlauch, Hydraulik;"Kanalspülschlauch Ecology 200 EL 1"" - DN";RC-S2
MAT01731450;Kunststoff-Bez.-Hülsen;Leitungsdurchmesser 2,5-5,0mm, weiß, Auf;RC-K8
MAT01731451;Kunststoff-Bez.-Hülsen;Leitungsdurchmesser 2,5-5,0mm, weiß, Auf;RC-K8
MAT01731452;Kunststoff-Bez.-Hülsen;Leitungsdurchmesser 2,5-5,0mm, gelb, Auf;RC-K8
MAT01731453;Kunststoff-Bez.-Hülsen;Leitungsdurchmesser 4,0-10,0mm, weiß, Au;RC-K8
MAT01731454;Kunststoff-Bez.-Hülsen;Leitungsdurchmesser 4,0-10,0mm, weiß, Au;RC-K8
MAT01731455;Kunststoff-Bez.-Hülsen;Leitungsdurchmesser 4,0-10,0mm, weiß, Au;RC-K8
MAT01731456;Ventilstecker;Ventilstecker,  250V 2+PE, schwarz;RC-K2
MAT01731457;Ventilstecker;Ventilstecker,  250V 3+PE, schwarz;RC-K2
MAT01731458;Ventilstecker;Ventilstecker,  250V 2+PE, grau;RC-K2
MAT01731459;Ventilstecker;Ventilstecker,  24V 2+PE,  mit roter LED;RC-K2
MAT0173146;Stecker;Stecker Mil Souriau;RC-K2
MAT01731460;Drucktaster;Sockel 5pol. RRJT 93700.0001.2201;RC-K2
MAT01731461;Siehe MAT01722450;Winkel 4Pol 6-8;RC-K2
MAT01731462;Siehe MAT0175447;Einlaß 4-6mm, 4pol, Serie 713;RC-K2
MAT01731463;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731464;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731465;Schlauchleitung;Hydraulikschlauch 441-8;RC-S1
MAT01731466;Schlauchleitung;Algol SEWER KING 25X39,3 MM Kanal beidse;RC-S1
MAT01731467;Steckverbinder;Durchführung Hinterwand, Stift - 12-poli;RC-K2
MAT01731468;Steckverbinder;Kabelsteckverbinder, M23, 12-pol, Buchse;RC-K2
MAT01731469;Steckverbinder;M23  Durchführung  8pol  Leistung;RC-K2
MAT01731470;Steckverbinder;Leistung 6pol. M23  Buchse;RC-K2
MAT01731471;siehe MAT01715815;Crimp-Leistung , 0,5-1,5mm¦;RC-K6
MAT01731472;Stecker, Durchführung;M23  12-polig  Buchse-löt;RC-K2
MAT01731473;Steckverbinder;Stecker, Gr.1,ÜWM - 8pol,Zentralbefestig;RC-K2
MAT01731474;Stecker, Vorderwand;M23  16+3  Buchse - Löt  Flachdichtung 4;RC-K2
MAT01731475;Ethercatleitung;M8 St/ St gerade 4xAWG26 10m;RC-L1
MAT01731476;Initiatorleitung;M12 8pol St 8x0,25 5m;RC-L1
MAT01731477;Ethercatleitung;M8 St/ St gerade 4xAWG26 5m;RC-L1
MAT01731478;Ethercatleitung;M8 St/ St gerade 4xAWG26 4m;RC-L1
MAT01731479;Ethercatleitung;M8 Bu/ St gerade 4x0,34mm² 4m;RC-L1
MAT0173148;Stecker;Stecker Mil Souriau;RC-K2
MAT01731480;Schlauchleitung;837BM-6-BLK-RL-8430mm;RC-S1
MAT01731481;Schlauchleitung;301SN-5x7,98m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731482;Schlauchleitung;837BM-6-BLK-RL-7360mm;RC-S1
MAT01731483;Schlauchleitung;301SN-5x6,91m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731484;Schlauchleitung;837BM-6-BLK-RL-12990mm;RC-S1
MAT01731485;Schlauchleitung;301SN-5x12,54m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731486;Schlauchleitung;837BM-6-BLK-RL-11920mm;RC-S3
MAT01731487;Schlauchleitung;301SN-5x11,47m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731488;Stecker;M8 4pol, Buchse Einlaß 3,2-5,4mm,;RC-K2
MAT01731489;Gehäuse, Stecker;Stecker, 12-polig  M23  Stift;RC-K2
MAT0173149;Kupplung;Kupplung Mil Souriau;RC-K4
MAT01731490;Gehäuse, Stecker;Stecker, 12-polig  M23  Buchse;RC-K2
MAT01731491;Steckverbinder;8-polig  M23  Stift;RC-K2
MAT01731492;siehe MAT01725527;Kontakteinsatz, Löt, 16+3, Stift;RC-K5
MAT01731493;Steckverbinder;Stecker, gew., 12-polig  M23  Buchse;RC-K2
MAT01731494;Einsatz, Buchse;Kontakteinsatz, Löt, 16+3, Buchse;RC-K5
MAT01731495;Schlauch, Hydraulik;"Parker 492-5, 5/16"", 250 bar";RC-S2
MAT01731496;Schlauch, Hydraulik;"Parker 492-4, 1/4"", 280 bar";RC-S2
MAT01731497;Schlauch, Hydraulik;"Parker 492-8, 1/2"", 190 bar";RC-S2
MAT01731498;Schlauchleitung;SAE100 R13 DN50 WP 350bar L=8400mm  bds.;RC-S1
MAT01731499;Schlauchleitung;EN856 4SH DN19 WP 420bar L=8400mm, bds.;RC-S1
MAT0173150;Stecker;Stecker Mil Souriau;RC-K2
MAT01731500;Schlauchleitung;2SN DN60 WP90bar L=8400mm, bds. mit SAE;RC-S1
MAT01731501;Schlauchleitung;1SN DN38 WP50bar L=8400mm  bds. mit SAE;RC-S1
MAT01731502;Prüfung;Abnahmeprüfzeugnis EN 10204 3.1;RC-D3
MAT01731503;Schlauch;"RS331L12DN25x2840 bds ÜWM 1 1/4"" ger/gew";RC-S1
MAT01731504;Schlauch;"RS331L12DN25x2940 bds ÜWM 1 1/4"" ger/gew";RC-S1
MAT01731505;Gehäuse, D-SUB;Inotec DGA15M11;RC-K3
MAT01731506;Kabelschuh, Ring, blank;M10, 16qmm Edelstahl 83V10;RC-K1
MAT01731507;PU-Block;Zayer  75223 Block A;RC-A1
MAT01731508;PU-Block;Zayer  75223 Block B;RC-A1
MAT01731509;PU-Block;Zayer  75224 Block A;RC-A1
MAT0173151;Kupplung;Kupplung Mil Souriau;RC-K4
MAT01731510;PU-Block;Zayer  75224 Block B;RC-A1
MAT01731511;Stecker;Lautsprecher-Steckverbinder Stecker 2er-;RC-K2
MAT01731512;Leitung;gelb M12 4Pol Bu. 30m eins. SAC-4P-M12FS;RC-L1
MAT01731513;Knickschutz;MINI-SNAP Knickschutztülle, grün, Bg.3;RC-K11
MAT01731514;Knickschutz;MINI-SNAP Knickschutztülle, schwarz, Bg.;RC-K11
MAT01731515;Werkzeug;Universalschneidemaschine FS 100;RC-D1
MAT01731516;Werkzeug;Rollenhalter FS 100;RC-D1
MAT01731517;Werkzeug;Zuführgerät elektr. Mit Tänzersteuerung;RC-D1
MAT01731518;Schlauchleitung;2SN DN10x13271mm DKOL12/DKOL12;RC-S1
MAT01731519;Adapter;Adapter PG 9 für CIR06;RC-K7
MAT0173152;Stecker;Stecker Mil Souriau;RC-K2
MAT01731520;Heidenhain-Leitung;Länge: 10m  605424-10;RC-L1
MAT01731521;siehe MAT0178410;Stecker ÜWM, Buchse, 6pol;RC-K3
MAT01731522;Kupplung, Stift;Stecker AG, Stift, 6pol;RC-K3
MAT01731523;Schlauchleitung;Hydraulikschlauch 441-12;RC-S1
MAT01731524;Schlauchleitung;Hydraulikschlauch 441-8;RC-S1
MAT01731525;Schlauchleitung;Hydraulikschlauch 441-8;RC-S1
MAT01731526;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731527;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731528;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731529;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731530;Schlauchleitung;Hydraulikschlauch 441-4;RC-S1
MAT01731531;Mobilgehäuse;Buchsenseite Mobilgehäuse mit Schutzwand;RC-K3
MAT01731532;Anbaugehäuse;Stiftseite Anbaugehäuse, Gr. 4, bestückt;RC-K3
MAT01731533;Schutzdeckel;Schutzdeckel für MAT01731532;RC-K11
MAT01731534;Mobilgehäuse;Stiftseite Mobilgehäuse 1x gerader Abgan;RC-K3
MAT01731535;Schüttware Kontakt, Buchse;Crimpkontakt, Buchse, 0,8mm, 0,08-0,034q;RC-K6
MAT01731536;SIEHE MAT01730848;Crimpkontakt, Buchse, 1,25mm;RC-K6
MAT01731537;Werkzeug;V-Messer Set Hss Standard;RC-D1
MAT01731538;Werkzeug;Hand Crimp Tool Molex;RC-D1
MAT01731539;Werkzeug;ABECO Fasercoatingstipper FO  103-S-;RC-D1
MAT0173154;Stecker;Stecker Mil Souriau;RC-K2
MAT01731540;Zugentlastungsblock;DMG:2960395 Zg.:RC-63358-03;RC-A1
MAT01731541;Schildersatz;DMG:2960395   MAT90481189;RC-A3
MAT01731542;Stecker;M12 CAT6A X-codiert gewinkelt 8Pol Stift;RC-K2
MAT01731543;Masseband;CHOMERICS  L-1011-9  MASSEBAND DOPPELT I;RC-K11
MAT01731544;Werkzeug;Crimpeinsatz 12.674;RC-D1
MAT01731545;Werkzeug;Crimpeinsatz 12.50;RC-D1
MAT01731546;Werkzeug;Matrize Faston 6,3;RC-D1
MAT01731547;Werkzeug;Crimpzange geeignet für Hülsenbereite 4,;RC-D1
MAT01731548;Werkzeug;Crimpzange Presshülsen 16-35 qmm Holex;RC-D1
MAT01731549;Werkzeug;Mod Plug Hand Tool W/O Dies;RC-D1
MAT0173155;Kupplung;Kupplung Mil Souriau;RC-K4
MAT01731550;Werkzeug;Matrize UMNL;RC-D1
MAT01731551;Werkzeug;Crimp Einsatz 0,80 / 1,69 / 3,25 (N01003;RC-D1
MAT01731552;Werkzeug;Thomas & Betts ERG 740-01 Zange inkl. Ei;RC-D1
MAT01731553;Stecker;Souriau,19Pol, Stift;RC-K2
MAT01731554;Schlauchleitung;Hydraulikschlauch 441-12;RC-S1
MAT01731555;Schlauchleitung;Hydraulikschlauch 441-8;RC-S1
MAT01731556;Schlauchleitung;Hydraulikschlauch 441-8;RC-S1
MAT01731557;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731558;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731559;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT0173156;Gehäuse, Sockel;Han24B EMV, 2Bügel, hohe Bf., 2xM40;RC-K3
MAT01731560;Schlauchleitung;Hydraulikschlauch 441-6;RC-S1
MAT01731561;Schlauchleitung;Hydraulikschlauch 441-4;RC-S1
MAT01731562;Halter;206-01-0257.5;RC-B1
MAT01731563;Stecker, Stift;Serie 423, Kabel 8-10mm, 19pol, mit Schi;RC-K2
MAT01731564;Gewindebolzen, ZEL;4 Lagen  l=93mm  stahl verz.;RC-A1
MAT01731565;Stecker;Amphenol ACS08A-22-22R-548 Winkeldose 4.;RC-K2
MAT01731566;Stecker;12pol Buchse UT061412SH04, Bayonet;RC-K5
MAT01731567;LWL-Leitung konf;LWL   CFLG.6LB.PUR.9/125 mit beidseitig;RC-L1
MAT01731568;PU-Block;Zayer  75225 Block A;RC-A1
MAT01731569;PU-Block;Zayer  75225 Block B;RC-A1
MAT01731570;Anschlussdeckel DRE7/A7;SEW Anschlußdeckel;RC-K2
MAT01731571;Schlauchleitung;H-LTG-DIN*8L*8L*4670*6*1-DKO;RC-S1
MAT01731572;Sensorleitung;M12, Buchse gewinkelt, 4-polig, PUR 5m;RC-L4
MAT01731573;Bezeichnungsschild;BS5, beschriftet mit WX004/E22-E04;RC-K8
MAT01731574;Bezeichnungsschild;BS5, beschriftet mit WX005/E22-E600;RC-K8
MAT01731575;Bezeichnungsschild;BS5, beschriftet mit WX682/E22-E600;RC-K8
MAT01731576;Bezeichnungsschild;BS5, beschriftet mit WX006/E22-E600;RC-K8
MAT01731577;Verschraubung HSK-M;M16 x 1,5, 5-10, AG, Gewindelänge: 10mm;RC-K7
MAT01731578;Leitung;PUR ((2x1)+4x(2x0,25)) 50m Ring;RC-L4
MAT01731579;ODU LWL Kupplereinsatz;-;RC-K5
MAT0173158;Stecker, Rundverbinder;3pol,Buchse,ÜWM (Kabeldose);RC-K2
MAT01731580;ODU LWL Steckereinsatz;-;RC-K5
MAT01731581;ODU LWL Abmantelwerkzeug;-;RC-D1
MAT01731582;ODU LWL Gabelschlüssel;-;RC-D1
MAT01731583;ODU LWL Montagewerkzeug;-;RC-D1
MAT01731584;ODU LWL Polieraufnahme Buchse;-;RC-D1
MAT01731585;ODU LWL Ersatzklingen;-;RC-D1
MAT01731586;ODU LWL Polieraufnahme Stift;-;RC-D1
MAT01731587;ODU LWL Läppfolien;f. ODU_MAC-LWL;RC-D1
MAT01731588;Einsteckhülse;Einsteckhülse für Kunststoffrohr 15x2;RC-A2
MAT01731589;Schneidring;Schneidring S16;RC-A2
MAT0173159;Verteiler;M12 Verteiler 8-fach , 5P ,;RC-K11
MAT01731590;Überwurfmutter;Überwurfmutter S16 M24x1,5;RC-A2
MAT01731591;Werkzeug;Crimpeinsatz für Hartingstecker für LWL;RC-D1
MAT01731592;Schlauchleitung;837BM-6-BLK-RL-11750mm;RC-S1
MAT01731593;Schlauchleitung;301SN-5x11,3m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731594;Schlauchleitung;837BM-6-BLK-RL-9340mm;RC-S1
MAT01731595;Schlauchleitung;301SN-5x8,89m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731596;Schlauchleitung;837BM-6-BLK-RL-12270mm;RC-S1
MAT01731597;Schlauchleitung;301SN-5x11,82m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731598;Schlauchleitung;837BM-6-BLK-RL-19520mm;RC-S1
MAT01731599;Schlauchleitung;301SN-5x19,07m1CA48-10-5/1CA48-10-5;RC-S1
MAT0173160;Steckmodul;977DS,4 polig;RC-K2
MAT01731600;Schlauchleitung;837BM-6-BLK-RL-9590mm;RC-S1
MAT01731601;Schlauchleitung;837BM-6-BLK-RL-9610mm;RC-S1
MAT01731602;Schlauchleitung;301SN-5x9,16m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731603;Schlauchleitung;837BM-6-BLK-RL-16440mm;RC-S1
MAT01731604;Schlauchleitung;301SN-5x15,99m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731605;Schlauchleitung;837BM-6-BLK-RL-7060mm;RC-S1
MAT01731606;Schlauchleitung;301SN-5x6,61m1CA48-10-5/1CA48-10-5;RC-S1
MAT01731607;Verschraubung HSK-INOX;M32 x 1,5, 13-20, AG;RC-K7
MAT01731608;Leitung;M12 Bu ger 5x0,34 30m gelb mit freiem Le;RC-L1
MAT01731609;Gehäuse, Kupplung;SAI-M23-KS-7/12;RC-K5
MAT0173161;Steckmodul;970FBW,4polig mit Drahtschutz;RC-K2
MAT01731610;Einsatz, Buchse;SAI-M23-BE-17;RC-K5
MAT01731611;Schüttware Kontakt, Buchse;SAI-M23-KBC-0.34/1.00;RC-K6
MAT01731612;Zugentlastungsblock;DMG:2958157   Zg.: RC-63461-03;RC-A1
MAT01731613;Schildersatz;DMG:2958157   MAT90481496;RC-A3
MAT01731615;Stecker;ODU S31BAC-P06MFG0-6000;RC-K2
MAT01731616;Stecker;ODU S31BQC-P06MFG0-6000;RC-K2
MAT01731617;Stecker, Buchse;Beistellung igus Polen;RC-K2
MAT01731618;Steckverbinder;Beistellung igus Polen;RC-K2
MAT01731619;Stecker;KGS-MSTB 2,5/10;RC-K2
MAT0173162;siehe MAT01712007;M8 Aussengewinde , 3 polig;RC-K2
MAT01731620;Stecker, Stift;SAMTEC  IPBD-05-D;RC-K2
MAT01731621;Schüttware Kontakt, Buchse;20-16AWG, IPBD, CRIMP, CC69L-1620-01-T-S;RC-K6
MAT01731622;Gehäuse, Tülle;HAN16EMV mit 2 Sonderbohrungen M32 (Stan;RC-K2
MAT01731623;Blech;HAN16EMV mit 2 Sonderbohrungen M32;RC-B2
MAT01731624;Abdeckplatte;Für 3A Wanddurchführungen (PPDS) Edelsta;RC-A2
MAT01731625;Gummidichtung;Für Han 3A;RC-K11
